bbox,full_id,maxspeed,lanes,highway,wkt_geom
0,w1303742049,50,2,secondary,"LineString (9.9432202 53.5461161, 9.9440686 53.5461093, 9.9442201 53.5461069, 9.9446224 53.5461068, 9.94507 53.5461392)"
10,w320414212,50,2,secondary,"LineString (10.2216176 53.505311, 10.2215414 53.5052694, 10.2214558 53.5052286)"
4,w373808485,50,2,tertiary,"LineString (10.041247 53.5892691, 10.0415265 53.5891909, 10.0417411 53.5891379, 10.0420855 53.5890862, 10.0422097 53.589066, 10.0424162 53.5890368)"
4,w605693212,50,4,secondary,"LineString (10.0417723 53.5794016, 10.0416867 53.5794961)"
9,w1249061956,50,3,primary,"LineString (9.90809 53.6196589, 9.9081795 53.6200362)"
8,w922264852,50,5,secondary,"LineString (10.1255448 53.5842007, 10.1254438 53.584377, 10.125417 53.584424, 10.1252619 53.5846948)"
9,w223512738,50,3,primary,"LineString (9.9075307 53.6175409, 9.9075855 53.6177509, 9.9076075 53.6178459)"
14,w152773692,50,2,tertiary,"LineString (10.1334122 53.5303038, 10.1340015 53.5302748, 10.1343374 53.5302096, 10.134721 53.5301352, 10.1347799 53.5301237, 10.1352005 53.5300421, 10.1354991 53.5300054, 10.1355918 53.5299973)"
1,w22998372,50,2,tertiary,"LineString (10.1396302 53.6262016, 10.1396106 53.6262414, 10.1396042 53.6262792, 10.1396146 53.6263304, 10.1396523 53.6263818, 10.1396946 53.6264196, 10.1397633 53.6264809, 10.1398638 53.6265675, 10.1401208 53.6267904, 10.1401491 53.6268165, 10.1404391 53.627069, 10.1405145 53.6271351, 10.1411251 53.6276977, 10.1414508 53.6279978, 10.1419786 53.6284093, 10.1420306 53.6284472, 10.1421534 53.6285367)"
2,w39604247,50,2,secondary,"LineString (10.04321 53.5560835, 10.0433771 53.5562619, 10.0434947 53.5563574, 10.043891 53.5567042, 10.044332 53.5570396, 10.0448813 53.5573812, 10.0451685 53.5575508, 10.0453229 53.5576331, 10.0454157 53.5576793)"
12,w142762608,50,2,primary,"LineString (9.969676 53.5841635, 9.9695382 53.5841449)"
4,w1092919323,50,2,tertiary,"LineString (10.0431774 53.5914289, 10.0433077 53.591404, 10.0433915 53.591394, 10.0434653 53.59139, 10.0436678 53.5913888, 10.0437804 53.5913889, 10.0439672 53.591389)"
0,w1228073003,50,2,secondary,"LineString (9.9697825 53.5501249, 9.9696103 53.5501198)"
2,w1079233879,50,,tertiary,"LineString (10.0573814 53.5551398, 10.0573885 53.5551162, 10.0573927 53.5550852, 10.0574082 53.5549857)"
0,w194677525,50,2,tertiary,"LineString (9.9538094 53.5456877, 9.9537179 53.5456119)"
11,w734263733,60,2,secondary,"LineString (10.1752838 53.6142051, 10.1750826 53.6143722, 10.1748835 53.6144876, 10.1746749 53.614595, 10.1745998 53.61463, 10.1743572 53.6146796)"
2,w39972232,50,2,primary,"LineString (10.0391019 53.5592806, 10.0390675 53.5593351)"
4,w602924830,50,3,tertiary,"LineString (10.0319028 53.5795956, 10.0321028 53.5796564)"
5,w148330499,50,2,tertiary,"LineString (10.0125719 53.4986554, 10.0125649 53.4986018, 10.0125615 53.4985069, 10.0125656 53.4984303, 10.0125743 53.4983645, 10.0125933 53.4983056, 10.0126205 53.4982265, 10.0126474 53.4981511, 10.0126923 53.4980629, 10.0127122 53.4980315, 10.0127412 53.4979856, 10.0127527 53.4979711, 10.0128023 53.497909, 10.0128379 53.4978655, 10.0128586 53.4978404, 10.0129489 53.4977497)"
7,w485711477,50,5,primary,"LineString (9.9873067 53.4590459, 9.98784 53.4586439)"
2,w1171064739,50,2,secondary_link,"LineString (10.0655588 53.5539438, 10.0653681 53.5539659)"
12,w51944660,50,4,primary,"LineString (9.958647 53.5734486, 9.9584857 53.573241, 9.9581932 53.5729104, 9.9580316 53.5727276, 9.9579202 53.5726024, 9.9578957 53.5725708)"
2,w221650917,50,2,primary,"LineString (10.0673661 53.559621, 10.0668777 53.5596835)"
13,w612753196,50,3,primary,"LineString (9.9809155 53.5890057, 9.9814998 53.5892927)"
1,w614039380,,1,tertiary,"LineString (10.1464045 53.6300319, 10.1464068 53.6299825, 10.1464424 53.6299378)"
2,w989704750,50,3,secondary,"LineString (10.0574227 53.5548717, 10.0575788 53.5548659)"
8,w934296957,50,2,secondary,"LineString (10.0944537 53.5880278, 10.0950319 53.5881433, 10.0950757 53.588153, 10.0951476 53.5881681, 10.095426 53.5882269, 10.0958188 53.5883075, 10.0966179 53.5884786)"
5,w1297199236,50,2,tertiary,"LineString (10.0128579 53.4995854, 10.012794 53.4994328, 10.0127345 53.499262, 10.012693 53.4991259, 10.0126574 53.4990095, 10.0126246 53.4988782, 10.0125924 53.498763, 10.0125776 53.4986988, 10.0125719 53.4986554)"
2,w59410542,50,5,primary,"LineString (10.0380577 53.5604394, 10.0385016 53.5596674)"
2,w733883672,50,2,primary,"LineString (10.0408167 53.5526503, 10.0408153 53.5527384, 10.040815 53.5527588, 10.0407589 53.5531884, 10.0407167 53.5533613)"
2,w989704752,50,3,secondary,"LineString (10.0575637 53.5549794, 10.0574082 53.5549857)"
12,w339819560,50,2,primary,"LineString (9.9695382 53.5841449, 9.9694398 53.5841304)"
12,w960775086,50,2,tertiary,"LineString (9.963641 53.5693006, 9.9635406 53.5694086)"
9,w127630841,50,1,motorway_link,"LineString (9.9128771 53.6173749, 9.9130006 53.6174611, 9.9130838 53.617547, 9.9131416 53.6176371, 9.9131863 53.6177404, 9.9132008 53.6178395, 9.9132034 53.6179291, 9.9131885 53.6180485, 9.9131151 53.6183133, 9.9130776 53.6185231, 9.9130659 53.6186963, 9.9130808 53.6188205, 9.9131146 53.6189493, 9.9131787 53.6190796, 9.9133267 53.6193208, 9.9134475 53.6196154)"
7,w198735238,50,2,primary,"LineString (9.9986503 53.4636419, 9.9984489 53.4636899)"
2,w458320754,50,3,primary,"LineString (10.056533 53.5608912, 10.0555549 53.5609399, 10.0554905 53.5609433)"
8,w22984941,50,2,tertiary,"LineString (10.1211583 53.5991503, 10.1212599 53.5991253)"
13,w3927748,50,3,tertiary,"LineString (9.9939788 53.5728112, 9.9937625 53.5727729)"
7,w580232208,50,2,primary,"LineString (9.9821117 53.4636734, 9.9818342 53.4637648, 9.9817242 53.463801, 9.9814855 53.463813)"
2,w1173053473,50,2,secondary,"LineString (10.0650563 53.5540539, 10.0649835 53.5540571, 10.0648785 53.5540611, 10.0647495 53.5540674, 10.064433 53.5540621)"
7,w4364198,50,2,primary,"LineString (9.9887465 53.4572298, 9.988771 53.4571401, 9.9887986 53.457077, 9.9890093 53.4567076, 9.9891478 53.456525, 9.9891687 53.4564974, 9.9892533 53.4563843)"
0,w186239191,50,3,primary,"LineString (9.9691963 53.5509969, 9.9693288 53.5509388, 9.9695916 53.550824, 9.9696666 53.5507922)"
2,w30890764,50,4,secondary,"LineString (10.0564846 53.5549931, 10.0563639 53.5550057, 10.0550821 53.55515, 10.0540634 53.5552475, 10.0537563 53.5552733, 10.0531149 53.5552925, 10.0524576 53.5553086, 10.0520789 53.5553188, 10.0507037 53.5553576, 10.0505569 53.555358)"
7,w30980964,50,2,primary,"LineString (9.9889847 53.457646, 9.9888577 53.4578507, 9.9887812 53.4579606)"
4,w72917191,50,5,tertiary,"LineString (10.0500323 53.5941524, 10.0500386 53.5940452, 10.0500321 53.5938864)"
0,w1045534395,50,1,secondary_link,"LineString (9.9564236 53.5497496, 9.9557803 53.5497222, 9.9557277 53.5497201, 9.9556033 53.5497152)"
4,w1092919320,50,2,tertiary,"LineString (10.0439672 53.591389, 10.0442445 53.5913892, 10.0442947 53.5913893, 10.0444515 53.5913894)"
12,w1185539826,50,2,primary,"LineString (9.9601468 53.5756293, 9.9600043 53.5755268, 9.9599115 53.5754498)"
8,w10075389,50,,tertiary,"LineString (10.1028639 53.5976813, 10.1031022 53.5977312, 10.103697 53.5978938, 10.1048525 53.5982097, 10.1059292 53.5985476, 10.1070662 53.5989229, 10.1071531 53.5989465, 10.1073443 53.598986)"
4,w566328660,50,2,tertiary,"LineString (10.0482515 53.5852802, 10.0482116 53.585388, 10.0482135 53.5854211, 10.0482206 53.5854763, 10.048293 53.5856202)"
1,w151565265,50,2,secondary,"LineString (10.1407855 53.6292463, 10.1405271 53.6289744, 10.1404222 53.6288537)"
7,w607463990,50,2,tertiary,"LineString (9.9823053 53.4640732, 9.9823429 53.4641184, 9.9824645 53.4642646, 9.9825254 53.4643377)"
13,w142709208,50,2,primary,"LineString (9.9835167 53.5913721, 9.9833634 53.5910195, 9.9832572 53.5908346, 9.9831476 53.5906876, 9.9829957 53.5904935, 9.9827661 53.5902728, 9.9827242 53.5902355, 9.9826829 53.5901986, 9.9826777 53.5901944)"
4,w1112567943,50,2,tertiary,"LineString (10.037148 53.5964307, 10.0372627 53.5960392, 10.0373232 53.5958327, 10.0373684 53.5956785)"
0,w1310953188,50,2,secondary,"LineString (9.9711331 53.5476264, 9.971146 53.5475064, 9.9711101 53.5473441)"
2,w943483082,50,2,tertiary,"LineString (10.0453882 53.5654147, 10.0453585 53.5655303, 10.0453392 53.5656055, 10.0451013 53.5665326, 10.0449657 53.5670631, 10.0449368 53.5671764, 10.044906 53.5672711)"
2,w653626918,50,2,tertiary,"LineString (10.0586824 53.5514919, 10.0586499 53.551555, 10.0585949 53.5516562, 10.0585681 53.5517048, 10.0585251 53.5517926)"
4,w36001699,50,2,tertiary,"LineString (10.0387794 53.5909951, 10.0388465 53.5908724, 10.0389536 53.5907128, 10.039013 53.5906331, 10.0391148 53.5905133, 10.0392934 53.5903305, 10.0395193 53.5901319)"
4,w10560412,50,2,secondary,"LineString (10.055664 53.5797956, 10.055771 53.5798021, 10.0559557 53.5798038, 10.0560806 53.5798155, 10.0569956 53.5799881, 10.0570418 53.5799968, 10.0572531 53.5800201)"
2,w35387765,50,2,secondary,"LineString (10.0422872 53.5553671, 10.0423797 53.555365, 10.0424359 53.5553637)"
0,w678902926,50,4,primary,"LineString (9.9646614 53.5549332, 9.9646195 53.5551146, 9.9645819 53.5553097, 9.9645473 53.5554827)"
2,w1116978235,50,5,primary,"LineString (10.0393043 53.559703, 10.0391983 53.5596482, 10.039114 53.5596048, 10.0390582 53.559576, 10.0389472 53.5595187)"
14,w3075477,50,2,tertiary,"LineString (10.1478146 53.521507, 10.1478945 53.5215186, 10.1479652 53.5215441, 10.1480171 53.5215678, 10.1480565 53.5216116, 10.148322 53.5221217)"
14,w756279693,50,1,tertiary,"LineString (10.1497329 53.5273259, 10.1497591 53.5273123, 10.1497893 53.5273019, 10.1498223 53.5272953, 10.1498568 53.5272926, 10.1498915 53.527294, 10.1499252 53.5272994, 10.1499564 53.5273086, 10.1499839 53.5273212)"
12,w1292767636,50,3,primary,"LineString (9.9625655 53.5696314, 9.9625094 53.5696287)"
13,w206120436,50,2,tertiary,"LineString (9.9897388 53.5820749, 9.9896649 53.5820672, 9.9893982 53.5819951, 9.9891917 53.5819756)"
13,w249304920,,2,secondary,"LineString (9.981856 53.5853683, 9.981869 53.5854474, 9.9819168 53.5856872, 9.9818821 53.5858386)"
2,w81664912,50,,tertiary_link,"LineString (10.0576404 53.5662055, 10.0575903 53.5661898, 10.0575363 53.5661794, 10.0574802 53.5661747, 10.0574235 53.5661758, 10.057368 53.5661828, 10.0573177 53.5661947, 10.0572714 53.5662113, 10.0572303 53.5662323, 10.0571956 53.566257)"
12,w598167932,50,3,tertiary,"LineString (9.9801061 53.5828435, 9.9801292 53.5829434, 9.9801846 53.583062, 9.980833 53.58445)"
4,w145893954,50,2,secondary,"LineString (10.0324762 53.5925694, 10.0323655 53.5929982)"
2,w458320751,50,3,primary,"LineString (10.0628599 53.5601818, 10.0623768 53.5602386, 10.0617174 53.5603162, 10.0616302 53.5603273)"
6,w153543108,50,,tertiary,"LineString (10.3101102 53.443777, 10.3101605 53.4439861)"
8,w171674087,50,,tertiary,"LineString (10.1175295 53.5991154, 10.1176888 53.5992982)"
13,w612753192,50,3,primary,"LineString (9.9846711 53.591037, 9.9840812 53.5906409)"
4,w538374664,50,2,secondary,"LineString (10.0433216 53.5963994, 10.0432768 53.5965235, 10.0432372 53.5966091)"
9,w1296930942,50,3,primary,"LineString (9.9063351 53.6143072, 9.9062928 53.6141958)"
7,w672837206,50,2,secondary,"LineString (9.9842677 53.4573051, 9.9843896 53.4574099)"
1,w650145049,50,2,secondary,"LineString (10.1410535 53.6293139, 10.1412163 53.6295383, 10.1413085 53.62969, 10.1413259 53.6297973)"
7,w485647494,50,2,primary,"LineString (9.9803513 53.4514825, 9.9794645 53.4516026)"
3,w30482291,50,2,tertiary,"LineString (9.8801938 53.6008733, 9.8798157 53.600851, 9.8793682 53.6008228, 9.8791606 53.6008105, 9.8789676 53.6008, 9.8787506 53.6007862, 9.8785364 53.6007726, 9.8783337 53.6007602, 9.8781594 53.6007484, 9.878057 53.6007418, 9.8779678 53.6007366, 9.8779067 53.6007332, 9.8777123 53.6007211, 9.8773475 53.6007008, 9.8769594 53.6006757, 9.8763399 53.6006404, 9.8761169 53.6006279, 9.8758853 53.6006147, 9.8755354 53.6005953, 9.8747765 53.600544, 9.8745434 53.6005282, 9.8741983 53.6004994, 9.8739604 53.6004693)"
8,w1148927643,50,1,tertiary,"LineString (10.1220112 53.5936339, 10.1220071 53.5935646, 10.1220104 53.5935304, 10.1220151 53.5934974, 10.1220188 53.5934842, 10.1220267 53.5934651, 10.1220349 53.5934451, 10.1220429 53.5934307, 10.122062 53.5934082, 10.1220889 53.5933869, 10.1221261 53.5933707)"
12,w20339831,50,,tertiary,"LineString (9.9699447 53.5763283, 9.9697537 53.5764519, 9.9696755 53.5765024)"
10,w788956266,50,1,secondary,"LineString (10.2119671 53.5039734, 10.2120173 53.5039949, 10.2120478 53.5040055, 10.2120802 53.5040139, 10.2121146 53.5040211, 10.2121589 53.5040285, 10.212472 53.504065, 10.2125937 53.5040899)"
4,w36821533,50,2,primary,"LineString (10.0425503 53.5810751, 10.0431953 53.5816767)"
3,w759539869,50,2,primary,"LineString (9.853725 53.5983264, 9.8539276 53.598255, 9.853984 53.5982439, 9.8541836 53.5982069)"
4,w964064665,50,2,secondary,"LineString (10.0326795 53.5917252, 10.0324762 53.5925694)"
4,w175535551,50,4,primary,"LineString (10.0534317 53.5925726, 10.0529093 53.5928026, 10.0525147 53.5929784, 10.0519318 53.593238)"
12,w973088667,,2,tertiary,"LineString (9.9812606 53.5851843, 9.9810935 53.5850989, 9.9809297 53.5849285)"
5,w203264889,,2,tertiary,"LineString (9.9997989 53.499155, 9.9997289 53.4991166, 9.9996127 53.4990527)"
0,w299269834,50,2,secondary,"LineString (9.9695767 53.5460209, 9.9696353 53.5461172, 9.9696777 53.5461654, 9.9697396 53.5462304, 9.969786 53.5462747)"
12,w626603209,50,4,primary,"LineString (9.958964 53.5738902, 9.958647 53.5734486)"
13,w53021848,50,2,tertiary,"LineString (9.9958338 53.5838346, 9.9959249 53.5838633, 9.9960865 53.5839142, 9.9971105 53.5842822, 9.9973005 53.5843464, 9.9980278 53.584645)"
0,w51215084,50,2,secondary,"LineString (9.9696103 53.5501198, 9.9694213 53.5501134)"
13,w26037383,50,2,tertiary,"LineString (9.9939788 53.5728112, 9.9941377 53.5725398)"
7,w485743966,50,3,secondary,"LineString (10.0056446 53.454259, 10.0055197 53.4541635, 10.0049659 53.4537396, 10.0049109 53.4536975)"
4,w136936709,50,2,secondary,"LineString (10.0464453 53.5868431, 10.0464413 53.5868874, 10.0463368 53.587202, 10.0463288 53.5872261)"
7,w198704066,60,1,trunk_link,"LineString (9.9987205 53.4632618, 9.9987213 53.4633866, 9.9987157 53.4634529, 9.9987105 53.4635126)"
2,w635947845,50,3,secondary,"LineString (10.0673674 53.5536015, 10.0671377 53.5536626)"
2,w23096570,50,4,tertiary,"LineString (10.0574562 53.564871, 10.0574254 53.5650178, 10.0573886 53.5651769)"
8,w30685917,50,2,primary,"LineString (10.1242027 53.5880794, 10.1240847 53.5880137, 10.1240445 53.5879913, 10.1225363 53.5871248, 10.1224478 53.5870739, 10.1222252 53.5869463)"
4,w602161207,50,4,primary,"LineString (10.0502942 53.5940242, 10.0500323 53.5941524, 10.0498207 53.5942535)"
10,w886569798,50,,secondary,"LineString (10.210633 53.5035266, 10.2106529 53.5037148, 10.2106563 53.5037499, 10.2106604 53.5037682, 10.2106653 53.5037828, 10.2106727 53.5038018, 10.2106798 53.5038182, 10.2106862 53.5038315)"
7,w663035939,50,1,secondary_link,"LineString (9.9887465 53.4572298, 9.9885388 53.4572947)"
7,w580237919,50,5,primary,"LineString (9.9865838 53.4598481, 9.9865709 53.4598767, 9.986521 53.4599967, 9.9864943 53.4600609, 9.986465 53.4601418)"
7,w27071360,30,3,tertiary,"LineString (9.9901579 53.4657877, 9.9901817 53.4657899, 9.9903028 53.465801, 9.9903796 53.4658071, 9.9904779 53.4658193, 9.9905241 53.4658269)"
13,w802415580,,1,tertiary,"LineString (9.9943849 53.5796364, 9.9942124 53.579682, 9.9941093 53.5797102)"
11,w1013359577,50,2,secondary,"LineString (10.1860023 53.6076188, 10.1857895 53.6075227)"
9,w10621045,80,3,motorway,"LineString (9.9046203 53.6203667, 9.9047841 53.6202783)"
2,w733883662,50,3,primary,"LineString (10.0392754 53.5524706, 10.039777 53.5524883)"
7,w198704061,80,2,trunk,"LineString (9.9986141 53.4613337, 9.9985287 53.4620021, 9.9984615 53.4624222, 9.998386 53.4627952, 9.9982773 53.4631942, 9.9981107 53.4637544, 9.9979375 53.4642241, 9.9977033 53.4647936, 9.9970994 53.4659341)"
4,w605733843,50,3,tertiary,"LineString (10.0404193 53.5807498, 10.0402901 53.5805936)"
13,w48016180,50,2,tertiary,"LineString (9.9875085 53.5907243, 9.9874048 53.5905462, 9.9873438 53.5904279, 9.9873171 53.5903718, 9.9872482 53.590237)"
7,w782239646,50,2,primary,"LineString (9.9885542 53.4581856, 9.9885044 53.4582215, 9.9884324 53.45827, 9.9882996 53.4583498)"
1,w40631146,,2,secondary,"LineString (10.1331263 53.6373087, 10.1332901 53.6373025, 10.1334412 53.6373052, 10.1335839 53.637314, 10.1336805 53.6373271, 10.1338061 53.6373455, 10.1339283 53.6373669, 10.134182 53.6374246, 10.1343566 53.6374738, 10.134473 53.6375102, 10.1345414 53.6375281, 10.1345859 53.637537, 10.1346454 53.6375423, 10.1346721 53.6375402, 10.1347085 53.6375307)"
4,w188565075,50,2,tertiary,"LineString (10.0427826 53.5914223, 10.0431774 53.5914289)"
2,w155457319,50,3,secondary,"LineString (10.0680254 53.5619145, 10.0677879 53.5621851, 10.067342 53.5626933)"
4,w188565071,50,2,secondary_link,"LineString (10.0411884 53.579827, 10.0410485 53.5798586, 10.0409093 53.5799117, 10.040756 53.5799662)"
8,w43118414,50,,tertiary,"LineString (10.1247886 53.5984591, 10.1249431 53.5985459, 10.1249951 53.598576, 10.1252515 53.5987244, 10.1254279 53.5988148, 10.1256378 53.5989107, 10.1258455 53.598998, 10.1260873 53.5990915, 10.1262525 53.5991395, 10.1263622 53.5991719, 10.1265647 53.5992304, 10.1267745 53.5992965, 10.1268711 53.5993281, 10.1269027 53.5993384, 10.1270308 53.599389, 10.1270967 53.5994197, 10.1272005 53.599468, 10.1274127 53.5995935, 10.1275252 53.5996745, 10.1276019 53.5997401, 10.1276726 53.5998099, 10.1276967 53.5998337, 10.1277892 53.5999508, 10.1278127 53.5999849, 10.1278695 53.6000673, 10.1279391 53.6001795, 10.1279856 53.6002985, 10.1280983 53.6006908, 10.1281458 53.6008636, 10.1281666 53.600943, 10.1281799 53.6010011, 10.1281992 53.6010541, 10.1282317 53.6010932, 10.1282765 53.6011281, 10.1283186 53.601153, 10.1284861 53.6012191)"
8,w357697738,50,1,tertiary,"LineString (10.1214964 53.5949057, 10.1214891 53.5950075, 10.1214837 53.5950273, 10.1214783 53.5950471, 10.1214689 53.5950694, 10.1214646 53.5950851, 10.1214646 53.5950954, 10.1214663 53.595106, 10.1214768 53.5951418)"
11,w693956479,50,3,secondary,"LineString (10.1755939 53.6069064, 10.1751261 53.6069198, 10.174917 53.6069258)"
2,w943481750,50,3,tertiary,"LineString (10.0475199 53.5608576, 10.0475376 53.5609654, 10.0475476 53.561025, 10.047576 53.5611365)"
9,w127630838,80,1,motorway_link,"LineString (9.9130072 53.6194531, 9.9123699 53.618413, 9.9121904 53.618155)"
12,w651947722,50,3,tertiary,"LineString (9.9601389 53.5744101, 9.9597703 53.5745589, 9.9597012 53.5745842, 9.9595488 53.5746401)"
2,w1219754216,50,,tertiary_link,"LineString (10.0569129 53.5657263, 10.0569903 53.5657232, 10.0570525 53.5657129)"
9,w10714530,50,2,tertiary,"LineString (9.8908389 53.6238773, 9.891222 53.6240286, 9.8914269 53.6241044, 9.891655 53.624185, 9.8918588 53.6242539, 9.8920762 53.6243219, 9.8923282 53.6243945, 9.8925362 53.6244497)"
9,w42413222,50,2,secondary,"LineString (9.8996779 53.6109533, 9.8996376 53.6109898, 9.8994581 53.611148, 9.899127 53.6115014, 9.8989361 53.6117148, 9.8987668 53.6118685, 9.8985895 53.6119856)"
1,w1230848721,50,3,secondary,"LineString (10.141042 53.6291341, 10.140948 53.6291785)"
7,w485738800,50,1,trunk_link,"LineString (9.9986503 53.4636419, 9.9985709 53.4637637)"
0,w30341597,50,2,secondary,"LineString (9.948387 53.5489888, 9.9481428 53.5489436, 9.947835 53.5488867)"
11,w43159245,50,,tertiary,"LineString (10.1818983 53.6028562, 10.1815506 53.6028964, 10.1812053 53.6029458, 10.180839 53.6030092, 10.1806626 53.6030495, 10.1806053 53.6030626, 10.1803908 53.6031116)"
5,w343933470,50,2,secondary,"LineString (9.9969243 53.4991961, 9.9972494 53.4991059, 9.9981236 53.4988634)"
12,w637255422,50,4,primary,"LineString (9.9615994 53.5772641, 9.9614758 53.5771033, 9.9613439 53.5768982, 9.9612747 53.5767843)"
